3719|7
3746|3
3749|6
3777|3
3777|4
3780|2
3781|2
3783|4
3809|1
3809|3
3814|7
3840|6
3841|4
3843|1
3844|2
3872|1
3879|1
3907|7
3911|3
3936|2
3937|1
3938|1
3940|1
3970|3
3974|1
4004|3
4004|4
4034|3
4038|3
4039|2
4039|3
4064|1
4065|7
4069|2
4069|4
4096|1
4097|2
4160|1
4162|1
4192|6
4195|2
4199|1
4224|4
4227|3
4230|1
4230|7
4231|4
4257|1
4288|1
4293|6
4327|3
4354|3
4355|1
4355|5
4357|2
4359|3
4448|1
4448|3
4449|1
4450|1
4451|2
4454|1
4454|6
4486|2
4487|2
4512|4
4514|2
4514|4
4518|2
4544|6
4545|3
4545|4
4545|7
4547|1
4547|2
4548|1
4609|1
4612|2
4612|4
4613|3
4614|3
4614|6
4642|5
4644|4
4645|2
4645|4
4645|7
4672|4
4675|6
4676|3
4678|3
4679|1
4705|5
4710|1
4738|6
4742|1
4769|3
4772|1
4773|6
4774|1
4774|3
4775|1
4800|4
4801|1
4803|2
4803|4
4804|2
4806|1
4832|5
4833|5
4836|4
4837|3
4839|1
4864|2
4865|3
4868|2
4869|1
4869|4
4871|7
4900|1
4934|7
4935|6
4960|6
4961|1
4965|2
4967|4
4992|2
4993|4
4997|4
4998|4
5024|1
5031|2
5031|4
5060|1
5088|3
5090|5
5092|7
5095|5
5124|4
5153|4
5157|2
5157|6
5157|7
5158|1
5158|7
5159|4
5186|4
5187|2
5190|2
5220|1
5250|2
5251|1
5283|2
5313|1
5316|1
5318|1
5345|2
5348|1
5349|3
5350|3
5376|1
5380|1
5381|6
5382|3
5408|3
5411|3
5413|5
5414|3
5414|6
5415|3
5476|2
5477|6
5478|2
5504|1
5508|1
5511|1
5511|5
5539|1
5540|4
5569|1
5569|4
5571|3
5572|3
5572|5
5573|4
5574|3
5601|2
5604|2
5606|1
5634|1
5636|5
5636|7
5670|1
5671|3
5697|1
5699|3
5702|2
5728|1
5729|2
5730|2
5760|4
5764|2
5766|1
5792|2
5796|1
5825|1
5828|1
5830|1
5831|1
5859|3
5861|2
5893|2
5927|3
5952|1
5952|2
5957|6
5957|7
5958|3
5984|3
5987|2
5989|6
5991|2
6016|3
6017|1
6021|4
6023|3
6023|7
6052|1
6055|3
6084|3
6084|5
6085|1
6086|6
6116|2
6118|3
6119|2
6148|1
6148|2
6151|2
6179|1
6183|1
6215|1
6215|6
6241|1
6247|1
6272|4
6276|4
6305|1
6305|2
6308|1
6309|4
6310|2
6310|3
6338|3
6341|3
6342|6
6343|5
6343|6
6373|2
6373|3
6373|4
6400|1
6435|5
6438|3
6439|2
6465|4
6500|2
6530|1
6531|3
6560|1
6560|5
6561|1
6561|4
6562|6
6563|3
6564|4
6566|7
6593|1
6593|2
6593|6
6594|2
6594|6
6626|1
6656|4
6660|4
6662|2
6688|2
6691|2
6692|7
6694|3
6695|1
6695|4
6725|2
6756|5
6757|6
6786|1
6786|3
6786|4
6789|3
6789|5
6822|3
6823|3
6850|3
6852|1
6853|1
6855|1
6880|1
6881|2
6883|2
6883|5
6886|5
6915|1
6916|2
6918|4
6919|6
6948|5
7011|1
7015|3
7075|6
7077|6
7079|6
7136|1
7141|1
7170|2
7173|1
7174|3
7200|1
7201|1
7202|4
7238|2
7264|2
7268|2
7270|3
7271|4
7297|7
7298|2
7328|1
7330|2
7332|1
7361|3
7361|5
7364|3
7366|2
7392|1
7395|4
7398|3
7425|2
7456|1
7458|2
7458|6
7461|6
7463|1
7463|6
7494|2
7495|2
7522|1
7525|1
7553|3
7584|1
7586|2
7589|1
7589|3
7591|3
7617|1
7617|2
7617|3
7619|1
7623|4
7648|1
7651|1
7654|1
7682|2
7683|4
7684|3
7685|1
7687|1
7687|4
7714|4
7746|4
7751|2
7778|5
7779|3
7811|4
7812|2
7840|2
7843|6
7845|5
7847|1
7847|3
7874|6
7875|1
7876|1
7905|1
7911|4
7936|3
7937|1
7939|4
7969|1
7972|6
8000|5
8000|6
8001|2
8003|5
8003|7
8037|1
8065|6
8066|1
8129|1
8132|2
8133|5
8135|5
8162|3
8165|4
8167|1
8167|2
8193|3
8193|5
8197|3
8224|2
8226|1
8226|2
8227|3
8227|6
8229|4
8257|4
8262|3
8263|1
8290|3
8293|3
8321|4
8322|3
8325|2
8384|4
8387|3
8387|5
8388|4
8418|1
8422|1
8452|1
8484|4
8487|3
8487|4
8515|6
8516|5
8516|7
8518|3
8545|2
8549|3
8550|2
8550|6
8551|2
8551|5
8581|4
8608|2
8609|4
8610|5
8643|1
8646|4
8677|1
8704|3
8704|5
8706|5
8706|7
8707|3
8708|2
8709|7
8710|1
8711|1
8736|1
8742|4
8743|1
8743|2
8770|2
8771|2
8773|2
8773|3
8774|5
8804|1
8804|7
8836|5
8837|2
8868|1
8897|1
8898|1
8898|2
8900|1
8902|1
8903|4
8932|1
8934|5
8960|6
8992|5
8995|4
8999|1
9024|3
9024|4
9030|4
9031|3
9031|6
9059|3
9060|1
9090|1
9091|4
9123|4
9157|1
9158|3
9184|3
9218|1
9219|5
9253|1
9255|3
9280|4
9280|5
9313|3
9317|1
9344|2
9346|1
9377|1
9378|3
9381|1
9383|5
9412|4
9415|3
9415|4
9443|1
9444|3
9472|2
9473|2
9474|2
9478|4
9509|4
9510|1
9510|2
9541|1
9543|1
9543|4
9572|2
9575|1
9601|2
9601|5
9603|6
9634|5
9637|1
9639|4
9639|6
9670|1
9671|2
9697|1
9699|1
9700|1
9701|4
9728|1
9730|4
9732|2
9733|2
9733|3
9735|1
9762|2
9763|1
9797|1
9797|2
9826|1
9830|5
9858|1
9861|4
9862|4
9888|2
9889|2
9925|5
9926|3
9926|5
9952|3
9987|2
10018|2
10082|3
10082|4
10145|5
10147|4
10149|2
10149|3
10150|4
10151|1
10177|5
10179|2
10180|2
10208|7
10209|4
10210|2
10213|2
10215|3
10242|2
10244|1
10246|2
10273|6
10277|3
10278|4
10309|1
10310|5
10336|1
10342|3
10403|1
10403|3
10406|3
10407|1
10435|2
10465|5
10467|6
10502|3
10532|5
10560|4
10560|7
10562|6
10563|2
10566|3
10592|1
10596|1
10624|4
10624|6
10625|6
10630|1
10630|2
10659|2
10660|3
10662|1
10663|3
10691|3
10693|1
10724|3
10727|4
10754|1
10754|6
10787|4
10791|5
10818|7
10820|1
10849|2
10852|2
10853|3
10855|1
10883|3
10912|5
10913|1
10946|3
10949|1
10951|2
10951|5
10976|6
10976|7
10977|2
10978|3
10979|3
10981|3
11008|1
11014|2
11015|3
11041|2
11074|4
11075|3
11076|1
11110|1
11111|4
11139|3
11139|4
11140|6
11140|7
11143|2
11169|3
11169|4
11170|4
11172|2
11173|1
11200|1
11233|3
11235|3
11239|6
11268|4
11270|4
11299|3
11302|1
11302|4
11303|2
11334|5
11398|3
11398|6
11426|4
11429|1
11456|4
11457|4
11457|6
11459|1
11460|2
11461|2
11491|2
11520|1
11527|1
11553|3
11584|6
11587|1
11616|5
11616|6
11623|5
11648|5
11649|4
11652|6
11653|4
11680|6
11686|1
11687|2
11712|1
11713|1
11713|4
11719|3
11747|1
11776|2
11781|3
11782|3
11840|2
11840|3
11845|1
11846|2
11846|4
11847|5
11874|6
11876|6
11877|1
11906|4
11907|2
11908|5
11910|1
11936|1
11936|5
11937|5
11943|2
11968|2
11969|1
11973|1
11974|2
11975|2
12005|2
12007|2
12033|4
12039|3
12039|7
12067|2
12070|1
12096|1
12096|3
12099|1
12099|5
12128|1
12135|3
12160|1
12161|5
12163|4
12225|5
12227|4
12228|4
12259|5
12261|4
12292|2
12293|2
12294|2
12352|4
12353|3
12355|4
12359|3
12386|1
12387|1
12388|6
12389|4
12389|7
12390|2
12416|1
12418|5
12420|4
12421|6
12452|2
12452|4
12453|4
12455|1
12482|3
12482|5
12483|2
12484|2
12485|6
12486|5
12512|2
12545|3
12548|2
12577|4
12580|1
12608|1
12613|1
12613|5
12614|3
12645|3
12677|1
12678|1
12678|2
12679|1
12704|2
12704|5
12708|3
12710|3
12736|4
12736|5
12737|7
12738|4
12741|2
12770|5
12775|4
12800|4
12803|2
12807|1
12837|1
12838|1
12838|2
12839|5
12865|6
12867|2
12897|1
12899|1
12902|5
12928|7
12934|1
12935|1
12935|4
12962|1
12964|7
12995|5
12999|1
13024|2
13025|1
13026|4
13027|5
13028|3
13029|3
13060|3
13060|4
13060|7
13062|3
13088|2
13088|6
13090|1
13090|3
13091|2
13095|1
13095|4
13095|5
13121|1
13126|1
13126|4
13154|6
13155|3
13155|7
13156|4
13158|1
13159|3
13187|2
13188|1
13216|1
13219|4
13221|2
13249|3
13249|5
13251|5
13252|1
13252|3
13252|4
13253|4
13253|7
13254|2
13255|2
13281|1
13282|1
13286|3
13312|2
13313|1
13315|1
13316|1
13316|2
13347|4
13347|6
13348|1
13351|3
13376|3
13378|3
13381|3
13413|3
13442|1
13478|3
13505|3
13507|2
13508|1
13511|4
13536|1
13536|3
13539|1
13540|1
13540|6
13542|3
13543|1
13572|4
13574|1
13603|1
13603|2
13603|5
13604|4
13606|3
13607|2
13632|3
13632|6
13633|3
13667|7
13671|5
13671|6
13698|4
13702|1
13733|4
13734|3
13760|6
13761|4
13761|6
13765|4
13792|1
13794|1
13797|5
13825|3
13856|4
13856|6
13863|3
13888|1
13895|4
13926|1
13955|2
13956|4
13958|1
13958|2
13958|3
13959|2
13986|3
13991|1
14016|6
14016|7
14017|2
14021|1
14021|3
14021|5
14048|6
14053|1
14053|2
14054|7
14081|1
14082|1
14085|4
14086|1
14118|1
14145|5
14148|4
14151|1
14274|4
14276|4
14276|5
14277|4
14304|5
14311|1
14337|1
14339|5
14340|2
14343|1
14374|3
14375|1
14401|2
14403|1
14404|7
14405|3
14435|1
14436|5
14465|4
14468|2
14470|1
14498|4
14498|7
14499|1
14502|2
14530|6
14562|3
14594|1
14660|1
14689|3
14693|3
14720|5
14727|1
14753|1
14754|5
14754|6
14756|3
14758|2
14758|5
14787|1
14789|4
14790|2
14817|2
14817|4
14818|2
14823|4
14848|4
14849|5
14851|5
14854|1
14880|6
14883|4
14884|1
14913|1
14913|5
14914|5
14914|6
14917|6
14945|2
14948|3
15012|1
15014|1
15040|3
15041|1
15046|5
15046|6
15075|3
15079|3
15136|1
15137|1
15140|7
15169|2
15173|7
15204|1
15232|2
15233|1
15233|4
15234|3
15236|2
15239|5
15265|1
15265|3
15266|2
15297|3
15298|3
15331|6
15362|1
15363|3
15367|1
15397|3
15425|1
15427|1
15456|3
15456|4
15458|1
15488|2
15493|6
15522|5
15524|1
15524|3
15552|6
15553|2
15556|2
15559|3
15585|2
15587|4
15590|5
15591|3
15616|2
15618|1
15618|4
15651|5
15653|1
15655|5
15680|2
15687|2
15712|3
15712|4
15713|2
15715|3
15717|2
15717|4
15744|1
15746|3
15747|4
15776|3
15779|2
15780|4
15780|6
15781|4
15815|2
15842|2
15843|3
15847|4
15879|3
15904|1
15907|6
15909|3
15909|4
15910|4
15911|2
15911|3
15936|2
15936|4
15941|5
15942|4
15943|1
15968|3
15971|4
15972|2
16001|5
16002|1
16003|1
16005|3
16005|4
16007|2
16032|2
16032|3
16033|4
16033|6
16034|1
16096|6
16100|6
16101|2
16103|1
16128|3
16130|5
16130|7
16131|2
16133|1
16134|1
16134|4
16164|1
16192|3
16193|2
16194|5
16195|1
16229|1
16230|5
16230|6
16256|1
16263|3
16263|4
16288|2
16289|1
16293|4
16294|3
16326|2
16353|3
16356|5
16356|6
16386|2
16390|1
16416|1
16418|2
16420|2
16423|3
16455|1
16480|1
16514|2
16544|3
16551|2
16551|3
16578|4
16580|2
16580|3
16583|5
16608|2
16610|3
16611|2
16614|3
16642|1
16643|2
16675|2
16676|5
16677|4
16705|1
16743|3
16768|5
16769|1
16772|5
16772|6
16773|1
16800|1
16802|5
16804|3
16806|4
16833|2
16833|3
16834|4
16839|2
16871|4
16896|3
16897|5
16929|1
16931|1
16931|6
16932|2
16934|1
16935|4
16962|3
16963|2
16964|1
16965|3
16966|3
16967|4
16967|6
16998|4
17027|3
17029|3
17030|1
17061|3
17089|3
17089|4
17090|1
17093|1
17094|6
17095|3
17095|4
17121|2
17122|2
17124|2
17126|2
17127|4
17154|1
17155|1
17156|1
17159|1
17159|4
17185|4
17186|2
17249|3
17249|5
17249|6
17252|6
17252|7
17253|3
17254|2
17282|1
17283|7
17286|2
17314|1
17315|1
17345|3
17377|1
17378|1
17378|2
17379|1
17379|4
17380|1
17380|5
17412|2
17414|4
17415|4
17442|3
17447|1
17472|1
17475|1
17476|1
17477|4
17507|2
17507|5
17508|3
17537|6
17539|4
17542|2
17571|2
17603|3
17605|7
17632|5
17633|1
17633|2
17668|5
17670|3
17696|1
17696|2
17697|6
17699|7
17700|2
17702|1
17702|3
17728|1
17730|1
17760|1
17760|5
17763|2
17795|4
17797|2
17824|1
17825|4
17826|4
17830|1
17856|1
17888|3
17921|1
17926|2
17953|4
17958|5
17959|4
17984|3
17985|2
17986|2
17989|2
18020|1
18020|6
18023|4
18050|2
18081|3
18084|4
18085|2
18087|3
18114|3
18115|2
18116|3
18116|5
18119|1
18146|2
18148|1
18177|1
18208|1
18212|3
18213|3
18241|1
18244|6
18245|2
18275|2
18275|5
18276|2
18277|3
18304|7
18305|5
18308|7
18311|3
18338|4
18342|2
18343|1
18368|2
18375|2
18375|5
18403|2
18405|3
18439|4
18465|1
18468|4
18470|1
18471|1
18471|6
18498|3
18499|1
18500|1
18503|4
18528|6
18561|7
18567|1
18592|4
18593|1
18597|2
18598|2
18598|4
18599|1
18625|4
18626|4
18630|2
18657|6
18659|2
18660|1
18660|2
18663|2
18688|4
18690|2
18720|3
18725|2
18725|3
18785|2
18786|3
18786|4
18788|3
18817|5
18820|4
18850|3
18851|2
18852|4
18854|2
18855|3
18882|2
18884|6
18887|2
18913|5
18918|1
18945|3
18949|2
18978|1
18979|1
18980|3
19010|1
19011|1
19014|4
19014|5
19040|1
19042|3
19072|3
19079|1
19079|2
19104|2
19104|6
19107|1
19107|2
19111|6
19143|6
19169|3
19173|1
19175|7
19200|2
19203|4
19207|4
19207|5
19232|4
19235|2
19268|1
19268|2
19271|2
19297|2
19329|1
19332|1
19361|2
19361|6
19394|3
19397|1
19398|1
19398|5
19425|1
19425|3
19461|6
19492|2
19492|3
19493|3
19521|3
19521|4
19523|2
19523|4
19524|3
19524|5
19526|2
19527|2
19527|4
19556|1
19558|3
19588|2
19590|1
19621|4
19623|1
19623|4
19648|1
19648|4
19651|3
19652|3
19653|5
19682|4
19686|3
19712|1
19712|4
19713|1
19717|3
19718|4
19745|2
19745|6
19746|1
19747|1
19778|4
19782|4
19808|1
19809|5
19815|3
19842|1
19842|6
19843|5
19843|6
19844|5
19846|2
19847|3
19874|3
19877|2
19878|2
19878|4
19906|3
19911|4
19911|5
19938|1
19939|4
19940|4
19942|1
19942|2
19943|1
19968|6
19970|3
19972|3
20002|1
20002|2
20006|1
20006|4
20006|5
20032|2
20066|1
20067|2
20068|3
20070|1
20071|1
20102|2
20103|3
20130|1
20134|6
20135|5
20164|6
20192|1
20192|2
20193|5
20193|6
20195|2
20196|2
20198|3
20198|6
20226|1
20228|1
20229|4
20231|2
20257|2
20257|3
20258|1
20327|1
20352|3
20356|2
20358|2
20387|2
20418|4
20422|3
20423|2
20480|7
20481|2
20483|3
20484|1
20518|1
20519|1
20548|1
20578|1
20578|3
20582|5
20608|1
20611|1
20612|5
20612|6
20613|1
20642|6
20646|2
20673|1
20678|3
20704|4
20708|2
20709|1
20739|4
20741|3
20768|3
20806|3
20864|5
20866|3
20868|3
20898|1
20898|4
20899|3
20928|2
20932|2
20933|1
20933|2
20960|2
20962|3
20965|3
20967|3
20967|5
20992|3
20992|4
21024|1
21026|2
21027|4
21062|5
21088|1
21089|1
21089|2
21093|2
21094|2
21121|1
21125|3
21126|1
21127|2
21153|1
21153|7
21154|2
21155|2
21156|2
21156|3
21156|4
21187|6
21188|3
21189|4
21189|5
21190|1
21191|3
21220|3
21223|5
21248|3
21249|2
21249|3
21250|1
21281|3
21282|3
21285|4
21285|5
21286|2
21315|3
21318|5
21319|5
21346|5
21347|3
21351|3
21377|1
21382|4
21383|1
21413|1
21440|3
21444|4
21444|6
21447|6
21472|1
21477|5
21479|2
21505|3
21506|4
21511|4
21536|5
21537|1
21537|3
21538|1
21542|1
21570|1
21573|7
21604|4
21606|3
21633|1
21634|5
21664|2
21667|4
21670|3
21699|3
21700|2
21700|5
21732|6
21735|2
21764|1
21765|3
21797|3
21826|4
21829|1
21831|3
21860|1
21861|6
21863|5
21890|3
21890|5
21894|3
21926|3
21952|2
21955|2
21958|3
21959|4
21986|5
22016|3
22021|1
22049|1
22052|3
22053|1
22055|3
22112|3
22146|2
22146|3
22147|2
22150|1
22177|3
22178|1
22180|1
22208|6
22211|1
22213|4
22215|2
22215|4
22242|5
22243|6
22245|3
22246|2
22246|4
22246|7
22247|5
22247|6
22272|1
22276|5
22278|1
22278|2
22279|2
22306|4
22308|3
22311|1
22311|2
22311|3
22337|1
22339|3
22401|1
22402|2
22406|6
22433|3
22434|4
22434|7
22436|3
22438|2
22470|2
22497|4
22502|4
22530|2
22533|3
22534|1
22560|1
22560|2
22560|5
22562|5
22564|1
22565|4
22565|5
22592|2
22592|4
22595|1
22596|1
22596|2
22626|5
22627|2
22627|5
22628|2
22628|3
22631|2
22631|6
22658|1
22659|3
22660|4
22661|3
22690|2
22721|3
22722|4
22725|4
22752|5
22756|2
22823|1
22852|1
22914|1
22918|2
22950|3
22951|1
22978|1
22978|3
23011|2
23013|2
23013|4
23015|2
23040|4
23044|6
23045|2
23047|2
23074|1
23078|2
23078|5
23079|2
23111|3
23111|7
23138|1
23140|4
23141|1
23142|4
23170|6
23174|1
23175|1
23175|2
23207|2
23207|3
23233|2
23234|1
23237|3
23238|4
23264|1
23267|1
23268|4
23270|2
23298|4
23300|3
23302|1
23302|3
23330|5
23334|1
23361|2
23361|4
23394|3
23396|3
23426|2
23428|3
23431|4
23460|2
23493|2
23494|3
23522|4
23522|5
23523|3
23525|5
23557|1
23558|5
23559|5
23584|4
23585|2
23588|1
23589|3
23616|3
23617|3
23619|5
23620|4
23622|2
23648|2
23649|5
23649|7
23651|2
23655|1
23680|1
23686|3
23713|2
23717|1
23749|2
23750|3
23777|3
23777|4
23782|3
23782|4
23808|5
23811|2
23845|2
23873|1
23876|2
23877|2
23879|7
23936|1
23937|1
23940|1
23943|1
23943|2
23943|4
23971|1
24005|1
24037|3
24065|3
24067|6
24069|1
24128|2
24130|3
24134|1
24162|4
24163|4
24164|2
24166|2
24167|1
24167|2
24198|5
24226|1
24231|2
24257|2
24258|3
24288|3
24289|4
24291|1
24291|2
24291|6
24295|1
24323|2
24324|1
24325|2
24355|5
24384|3
24385|4
24386|1
24387|5
24388|3
24391|2
24416|2
24419|2
24419|6
24423|1
24448|5
24454|2
24481|1
24484|5
24486|3
24515|2
24515|6
24550|2
24550|3
24551|3
24576|3
24580|1
24581|1
24610|6
24611|4
24614|1
24640|6
24640|7
24647|5
24647|6
24672|2
24676|1
24678|3
24679|3
24679|5
24706|1
24709|1
24711|1
24736|7
24743|3
24771|1
24773|1
24801|2
24801|4
24833|1
24833|6
24838|2
24864|1
24866|3
24868|5
24868|7
24871|3
24897|1
24898|3
24900|5
24901|5
24902|3
24929|3
24931|1
24960|2
24966|4
24967|1
24996|4
24996|6
25027|3
25059|2
25060|5
25061|1
25088|1
25092|1
25092|7
25095|1
25120|3
25120|5
25122|2
25126|7
25152|1
25152|4
25156|2
25157|1
25158|4
25184|2
25190|3
25217|2
25218|7
25221|7
25222|1
25222|4
25251|4
25251|6
25253|6
25281|4
25283|1
25287|1
25287|4
25315|7
25346|1
25347|3
25381|1
25409|1
25409|4
25410|6
25412|5
25413|1
25414|2
25415|4
25440|2
25441|1
25447|5
25475|2
25476|2
25477|4
25478|5
25537|1
25537|2
25568|2
25574|1
25600|2
25601|3
25604|6
25633|5
25637|6
25664|2
25669|3
25670|5
25699|1
25699|3
25699|4
25701|4
25728|5
25732|5
25733|2
25733|5
25734|4
25794|3
25794|5
25797|3
25797|4
25824|3
25861|3
25861|4
25889|3
25893|3
25925|1
25925|2
25926|5
25958|7
25988|1
25990|4
26018|3
26020|2
26050|6
26051|1
26052|3
26053|2
26054|3
26054|6
26055|5
26082|1
26082|4
26144|1
26144|6
26145|1
26146|2
26183|1
26208|1
26208|2
26212|1
26215|2
26241|3
26241|5
26243|4
26244|1
26273|6
26276|1
26307|2
26339|4
26343|1
26371|1
26400|3
26401|1
26402|1
26402|3
26404|7
26435|1
26439|1
26499|4
26499|6
26500|2
26500|4
26501|3
26503|2
26529|2
26560|1
26563|6
26564|2
26565|1
26565|4
26567|1
26567|7
26597|3
26624|1
26624|5
26627|5
26628|2
26629|4
26631|5
26658|3
26662|3
26663|2
26688|4
26690|3
26691|2
26692|1
26724|3
26752|2
26754|2
26785|2
26785|5
26818|1
26819|1
26821|2
26821|3
26822|4
26850|2
26850|5
26853|2
26855|1
26884|2
26913|2
26916|5
26919|2
26982|5
27011|4
27014|3
27042|1
27044|1
27045|3
27047|1
27074|4
27075|2
27075|3
27077|2
27077|5
27105|1
27111|3
27138|6
27139|3
27140|3
27168|1
27175|1
27203|1
27203|3
27204|5
27235|1
27238|1
27238|3
27266|1
27271|2
27299|4
27302|6
27303|1
27303|4
27330|1
27333|2
27333|4
27363|4
27364|1
27364|3
27366|5
27367|5
27430|1
27431|1
27456|2
27457|4
27459|5
27462|5
27463|3
27490|3
27490|5
27490|7
27494|2
27495|3
27522|4
27525|2
27526|5
27552|2
27554|2
27557|3
27557|4
27557|5
27559|3
27586|3
27589|2
27623|1
27623|5
27651|1
27652|1
27687|3
27713|1
27716|4
27717|2
27745|2
27746|4
27748|2
27749|1
27777|1
27783|3
27810|6
27841|5
27843|3
27844|1
27874|1
27875|6
27877|6
27906|4
27936|6
27937|4
27937|5
27971|5
27972|5
27974|3
27974|5
28001|1
28002|5
28006|3
28035|1
28035|5
28036|2
28037|1
28065|1
28065|3
28066|1
28068|1
28069|7
28070|1
28071|3
28099|4
28103|2
28128|2
28128|4
28129|2
28129|7
28130|1
28130|7
28135|4
28160|1
28164|3
28166|4
28192|3
28193|1
28198|1
28199|2
28225|7
28227|4
28258|3
28258|6
28262|3
28288|4
28322|2
28353|1
28354|1
28355|4
28356|1
28357|2
28359|5
28388|2
28389|1
28389|4
28391|1
28416|1
28417|4
28420|2
28451|5
28451|6
28482|2
28484|2
28485|1
28512|7
28513|4
28514|2
28547|2
28548|3
28582|3
28612|6
28613|2
28614|1
28614|3
28640|1
28643|2
28644|2
28645|2
28672|1
28679|1
28679|2
28706|1
28709|4
28710|3
28738|2
28741|4
28741|6
28769|1
28775|1
28802|2
28803|1
28807|4
28867|2
28869|3
28870|5
28896|2
28898|5
28899|4
28929|3
28932|2
28935|7
28964|1
28964|3
28965|1
29024|1
29024|2
29031|2
29056|1
29057|6
29058|3
29094|1
29122|5
29123|1
29127|1
29152|2
29184|1
29185|4
29187|1
29218|3
29221|1
29223|4
29252|2
29252|5
29253|3
29280|5
29282|1
29283|3
29283|4
29285|4
29287|3
29312|1
29312|3
29313|4
29315|3
29317|4
29319|4
29347|5
29348|4
29350|3
29380|1
29380|3
29381|3
29383|3
29444|1
29472|1
29473|1
29473|2
29473|3
29477|5
29477|7
29478|1
29504|2
29506|3
29508|1
29511|1
29537|5
29542|4
29543|1
29572|1
29600|1
29601|2
29603|2
29603|5
29605|4
29607|2
29632|3
29635|3
29637|1
29637|2
29702|5
29729|7
29735|5
29764|3
29766|4
29793|2
29793|6
29798|1
29798|5
29799|2
29799|5
29830|1
29860|1
29862|5
29892|5
29893|4
29893|5
29922|6
29923|2
29953|2
29954|1
29958|3
29958|5
